month,status,currency,gmv_cents,vendor_payout_accrued_cents,vendor_payout_paid_cents,commission_revenue_cents,processing_fees_cents,operating_expenses_cents,net_operating_result_cents,ending_vendor_payable_cents
2026-01,provisional,CAD,38809,32407,0,6402,0,0,6402,32407
